Timestamp,Cooling_Equipment_ID,Cooling_Power_kW,Cooling_Output_kWth,Supply_Temperature_C,Return_Temperature_C,Delta_T,Flow_Rate_LPM,Efficiency_COP,Status,Alarm_Code
2026-08-10 19:15:00,CHILLER-01,47.2,164.1,17.9,27.0,9.1,83.2,3.48,Active,
2026-08-10 19:15:00,CHILLER-02,47.6,164.1,18.2,27.2,9.0,80.5,3.45,Active,
2026-08-10 19:15:00,CHILLER-03,47.4,164.1,18.2,27.4,9.2,82.1,3.46,Active,
2026-08-10 19:30:00,CHILLER-01,43.5,163.1,18.2,27.5,9.3,80.8,3.75,Active,
2026-08-10 19:30:00,CHILLER-02,46.5,163.1,17.9,26.8,8.9,82.6,3.51,Active,
2026-08-10 19:30:00,CHILLER-03,44.0,163.1,18.2,26.9,8.7,76.8,3.71,Active,
2026-08-10 19:45:00,CHILLER-01,43.6,158.8,18.0,27.1,9.1,84.1,3.64,Active,
2026-08-10 19:45:00,CHILLER-02,43.9,158.8,17.7,26.9,9.2,75.6,3.62,Active,
2026-08-10 19:45:00,CHILLER-03,48.7,158.8,18.2,26.6,8.4,83.9,3.26,Active,
2026-08-10 20:00:00,CHILLER-01,46.1,159.0,17.7,27.4,9.7,80.3,3.45,Active,
2026-08-10 20:00:00,CHILLER-02,43.4,159.0,17.8,26.6,8.8,81.2,3.66,Active,
2026-08-10 20:00:00,CHILLER-03,46.2,159.0,17.9,26.9,9.0,75.2,3.44,Active,
2026-08-10 20:15:00,CHILLER-01,48.4,159.6,17.9,26.8,8.9,83.5,3.3,Active,
2026-08-10 20:15:00,CHILLER-02,46.3,159.6,18.1,26.5,8.4,75.2,3.45,Active,
2026-08-10 20:15:00,CHILLER-03,45.7,159.6,17.8,27.3,9.5,76.9,3.49,Active,
2026-08-10 20:30:00,CHILLER-01,42.3,158.3,17.9,26.6,8.7,80.9,3.74,Active,
2026-08-10 20:30:00,CHILLER-02,45.9,158.3,18.2,26.6,8.4,75.9,3.45,Active,
2026-08-10 20:30:00,CHILLER-03,43.4,158.3,17.9,26.8,8.9,78.5,3.65,Active,
2026-08-10 20:45:00,CHILLER-01,47.6,154.3,17.7,27.1,9.4,78.8,3.24,Active,
2026-08-10 20:45:00,CHILLER-02,43.0,154.3,18.0,27.2,9.2,82.1,3.59,Active,
2026-08-10 20:45:00,CHILLER-03,41.3,154.3,17.7,26.9,9.2,80.7,3.74,Active,
2026-08-10 21:00:00,CHILLER-01,41.3,153.1,18.1,27.1,9.0,74.3,3.71,Active,
2026-08-10 21:00:00,CHILLER-02,41.5,153.1,17.8,26.5,8.7,78.1,3.69,Active,
2026-08-10 21:00:00,CHILLER-03,43.0,153.1,18.1,26.9,8.8,81.1,3.56,Active,
2026-08-10 21:15:00,CHILLER-01,45.6,155.5,18.0,27.5,9.5,74.5,3.41,Active,
2026-08-10 21:15:00,CHILLER-02,42.7,155.5,17.8,26.7,8.9,82.1,3.64,Active,
2026-08-10 21:15:00,CHILLER-03,41.9,155.5,18.0,26.9,8.9,77.1,3.71,Active,
2026-08-10 21:30:00,CHILLER-01,45.4,151.6,18.1,26.7,8.6,76.3,3.34,Active,
2026-08-10 21:30:00,CHILLER-02,45.3,151.6,18.0,27.0,9.0,71.7,3.35,Active,
2026-08-10 21:30:00,CHILLER-03,39.9,151.6,17.7,26.6,8.9,71.3,3.8,Active,
2026-08-10 21:45:00,CHILLER-01,41.7,150.2,17.8,26.6,8.8,78.3,3.6,Active,
2026-08-10 21:45:00,CHILLER-02,40.7,150.2,18.0,26.6,8.6,74.9,3.69,Active,
2026-08-10 21:45:00,CHILLER-03,45.9,150.2,17.7,27.0,9.3,73.7,3.27,Active,
2026-08-10 22:00:00,CHILLER-01,43.4,151.0,18.3,27.4,9.1,75.9,3.48,Active,
2026-08-10 22:00:00,CHILLER-02,40.9,151.0,18.1,27.4,9.3,74.6,3.69,Active,
2026-08-10 22:00:00,CHILLER-03,40.3,151.0,18.3,26.5,8.2,76.1,3.75,Active,
2026-08-10 22:15:00,CHILLER-01,43.4,149.2,17.8,27.0,9.2,75.0,3.44,Active,
2026-08-10 22:15:00,CHILLER-02,41.8,149.2,17.9,27.1,9.2,71.5,3.57,Active,
2026-08-10 22:15:00,CHILLER-03,39.6,149.2,18.2,26.5,8.3,73.6,3.77,Active,
2026-08-10 22:30:00,CHILLER-01,41.7,146.5,18.2,27.1,8.9,69.1,3.51,Active,
2026-08-10 22:30:00,CHILLER-02,38.6,146.5,18.1,26.6,8.5,77.2,3.8,Active,
2026-08-10 22:30:00,CHILLER-03,44.4,146.5,18.0,26.4,8.4,74.1,3.3,Active,
2026-08-10 22:45:00,CHILLER-01,38.9,147.3,18.1,26.6,8.5,77.5,3.79,Active,
2026-08-10 22:45:00,CHILLER-02,39.9,147.3,17.9,26.7,8.8,76.8,3.69,Active,
2026-08-10 22:45:00,CHILLER-03,43.6,147.3,17.9,27.5,9.6,70.1,3.38,Active,
2026-08-10 23:00:00,CHILLER-01,42.4,148.3,18.0,26.8,8.8,70.7,3.5,Active,
2026-08-10 23:00:00,CHILLER-02,44.5,148.3,17.7,27.1,9.4,73.5,3.33,Active,
2026-08-10 23:00:00,CHILLER-03,39.7,148.3,17.8,27.3,9.5,74.5,3.74,Active,
2026-08-10 23:15:00,CHILLER-01,38.6,143.7,17.9,26.6,8.7,76.1,3.72,Active,
2026-08-10 23:15:00,CHILLER-02,43.4,143.7,17.8,26.6,8.8,74.9,3.31,Active,
2026-08-10 23:15:00,CHILLER-03,38.4,143.7,18.0,27.5,9.5,67.6,3.74,Active,
2026-08-10 23:30:00,CHILLER-01,43.2,143.5,18.3,26.6,8.3,67.6,3.32,Active,
2026-08-10 23:30:00,CHILLER-02,39.9,143.5,18.0,27.0,9.0,71.0,3.6,Active,
2026-08-10 23:30:00,CHILLER-03,43.1,143.5,17.8,27.1,9.3,73.3,3.33,Active,
2026-08-10 23:45:00,CHILLER-01,42.0,143.6,18.1,27.3,9.2,73.2,3.42,Active,
2026-08-10 23:45:00,CHILLER-02,42.7,143.6,18.0,27.4,9.4,72.8,3.36,Active,
2026-08-10 23:45:00,CHILLER-03,39.9,143.6,18.1,26.6,8.5,70.7,3.6,Active,
